geometry,Class,Blue,Green,Red,NIR,NDSI,image_date,site_name
POINT (-145.40996255636227 63.270297377257116),2,[0.31987609],[0.28187734],[0.21017395],[0.19023993],[0.19409883],20210615,Gulkana
POINT (-145.40857789385004 63.270072165994016),2,[0.30499312],[0.26238694],[0.19781078],[0.17770916],[0.19240748],20210615,Gulkana
POINT (-145.40760858083277 63.270760479059994),2,[0.30693437],[0.26259651],[0.20239711],[0.18503234],[0.17327787],20210615,Gulkana
POINT (-145.40854402829035 63.272565416018736),2,[0.34273979],[0.29067946],[0.23190921],[0.17477989],[0.24900042],20210615,Gulkana
POINT (-145.4096766413998 63.27267128762332),2,[0.31211106],[0.26490183],[0.19721256],[0.16452744],[0.23373906],20210615,Gulkana
POINT (-145.4105019813657 63.27365930806041),2,[0.3561129],[0.30073902],[0.2350997],[0.19626121],[0.21021682],20210615,Gulkana
POINT (-145.4084875657903 63.27359020216474),2,[0.35266177],[0.29801456],[0.22792109],[0.1861715],[0.2309919],20210615,Gulkana
POINT (-145.40662862119868 63.277279760949604),2,[0.38372189],[0.3221156],[0.25045397],[0.18210307],[0.27768216],20210615,Gulkana
POINT (-145.4065990215413 63.276693860081764),2,[0.35913263],[0.30430179],[0.22991515],[0.17738368],[0.2634875],20210615,Gulkana
POINT (-145.40619349959684 63.27618740591807),2,[0.36840753],[0.31079859],[0.24746288],[0.19365742],[0.23221286],20210615,Gulkana
POINT (-145.40702413627275 63.27572266564329),2,[0.36862322],[0.30786455],[0.23390327],[0.18910077],[0.238978],20210615,Gulkana
POINT (-145.4059890239067 63.27540435777317),2,[0.36840753],[0.3074454],[0.23609673],[0.18731066],[0.2428161],20210615,Gulkana
POINT (-145.40687383814884 63.275079646213676),2,[0.34813217],[0.29172733],[0.22034366],[0.18112664],[0.23390031],20210615,Gulkana
POINT (-145.40694454157892 63.273797760167334),2,[0.33432767],[0.29130818],[0.22393297],[0.18844982],[0.21439634],20210615,Gulkana
POINT (-145.40595446132247 63.273786682282605),2,[0.35395594],[0.3066071],[0.24526941],[0.18568329],[0.24563513],20210615,Gulkana
POINT (-145.40634303268368 63.27459967506917),2,[0.33605324],[0.29549967],[0.22612643],[0.19886501],[0.19547241],20210615,Gulkana
POINT (-145.40277831245382 63.2729982216687),2,[0.36193667],[0.30597838],[0.23868901],[0.18177759],[0.25463714],20210615,Gulkana
POINT (-145.40336809153126 63.274650009117515),2,[0.36862322],[0.3221156],[0.25723377],[0.22327561],[0.18122769],20210615,Gulkana
POINT (-145.4043153918048 63.2765567576574),2,[0.38458467],[0.33028899],[0.25942724],[0.21985813],[0.2007297],20210615,Gulkana
POINT (-145.4030178709562 63.27202495693426),2,[0.346838],[0.30031988],[0.22552821],[0.18844982],[0.22888091],20210615,Gulkana
POINT (-145.4017523934724 63.27139730557174),2,[0.37078017],[0.32442091],[0.25304625],[0.21009389],[0.21388936],20210615,Gulkana
POINT (-145.3994382122423 63.27070209120514),2,[0.38156494],[0.33385175],[0.2682011],[0.21546422],[0.2155181],20210615,Gulkana
POINT (-145.3980059156205 63.27196866708869),2,[0.35848554],[0.32358262],[0.24786169],[0.2131859],[0.20566914],20210615,Gulkana
POINT (-145.40059544677266 63.27216507849701),2,[0.34036714],[0.29675711],[0.22911752],[0.19561026],[0.20542963],20210615,Gulkana
POINT (-145.39933001613062 63.27153740575437),2,[0.3878201],[0.34055813],[0.27577853],[0.21774254],[0.21998109],20210615,Gulkana
POINT (-145.3965023334118 63.271170983252965),2,[0.40054612],[0.34663578],[0.28235893],[0.22766952],[0.20714812],20210615,Gulkana
POINT (-145.3944295128304 63.27170531701719),2,[0.41737035],[0.35585705],[0.28355537],[0.23857292],[0.19730521],20210615,Gulkana
POINT (-145.3949956210459 63.272659767245955),2,[0.40033043],[0.3481028],[0.27777259],[0.22197371],[0.22124941],20210615,Gulkana
POINT (-145.3998561468859 63.273216378945484),2,[0.36797614],[0.31687624],[0.24187951],[0.19186731],[0.24572092],20210615,Gulkana
POINT (-145.3960506110135 63.27373125889343),2,[0.39903626],[0.3359475],[0.26102249],[0.2105821],[0.22938446],20210615,Gulkana
POINT (-145.39733613573884 63.27288131538693),2,[0.39774208],[0.34789323],[0.27418328],[0.21530148],[0.2354279],20210615,Gulkana
POINT (-145.39011484716704 63.273580633515465),2,[0.43031207],[0.37765277],[0.30947815],[0.23710828],[0.22861644],20210615,Gulkana
POINT (-145.39006669715255 63.27444450620348),2,[0.41650757],[0.36989852],[0.29551973],[0.24036303],[0.21226225],20210615,Gulkana
POINT (-145.39431798431863 63.27371173558306),2,[0.39752639],[0.35040812],[0.27916843],[0.22376382],[0.22056859],20210615,Gulkana
POINT (-145.3931362048183 63.27269456886828),2,[0.41154658],[0.36067726],[0.27956725],[0.23873566],[0.20343506],20210615,Gulkana
POINT (-145.39678234791918 63.27505006283065),2,[0.40313447],[0.34936025],[0.27837081],[0.22343835],[0.21983626],20210615,Gulkana
POINT (-145.4014530322714 63.275688132116265),2,[0.37056448],[0.32504964],[0.25304625],[0.19333194],[0.25409409],20210615,Gulkana
POINT (-145.3980340209419 63.277043935270314),2,[0.44088114],[0.3887602],[0.31625796],[0.23190069],[0.25272982],20210615,Gulkana
POINT (-145.39918361012957 63.277530893763675),2,[0.42254704],[0.3757666],[0.29512092],[0.23417901],[0.2321315],20210615,Gulkana
POINT (-145.4081103422641 63.26837336017061),2,[0.30218908],[0.25190823],[0.20319474],[0.17868558],[0.17005039],20210615,Gulkana
POINT (-145.405301654048 63.26878808377114),2,[0.27544286],[0.23660931],[0.19501909],[0.17673274],[0.14485963],20210615,Gulkana
POINT (-145.40535548915852 63.26781273559376),2,[0.2875218],[0.2382859],[0.19781078],[0.17071145],[0.16521977],20210615,Gulkana
POINT (-145.4056313466148 63.26954465178311),2,[0.26530519],[0.2334657],[0.18624523],[0.17722095],[0.13695295],20210615,Gulkana
POINT (-145.40552794859252 63.27029637043105),2,[0.28234511],[0.23786675],[0.19322444],[0.18779887],[0.11762256],20210615,Gulkana
POINT (-145.4072269919357 63.27204420935641),2,[0.30973841],[0.26406353],[0.19402206],[0.1822658],[0.18326765],20210615,Gulkana
POINT (-145.40262373460274 63.273554174393375),2,[0.34424966],[0.30996029],[0.24068307],[0.1996787],[0.21639159],20210615,Gulkana
POINT (-145.39290283891552 63.27917001019633),2,[0.44692061],[0.39672402],[0.30549003],[0.22913415],[0.26777611],20210615,Gulkana
POINT (-145.42537858087417 63.272044941689174),4,[0.33670032],[0.33133686],[0.32243954],[0.34305028],[-0.01736898],20210615,Gulkana
POINT (-145.42348890851983 63.27208941733558),4,[0.33109224],[0.31939113],[0.31506152],[0.33165867],[-0.0188427],20210615,Gulkana
POINT (-145.42309051132372 63.27140940134629),4,[0.2055576],[0.18442533],[0.15374204],[0.19154183],[-0.01892853],20210615,Gulkana
POINT (-145.4243221000276 63.27100895240439),4,[0.28514915],[0.26553055],[0.25743318],[0.29846025],[-0.05838695],20210615,Gulkana
POINT (-145.42579396164004 63.27152648482672),4,[0.31879761],[0.30283477],[0.29332626],[0.32156895],[-0.03000332],20210615,Gulkana
POINT (-145.42567964389792 63.26796310174458),4,[0.25797155],[0.24163909],[0.23809079],[0.27616524],[-0.06667799],20210615,Gulkana
POINT (-145.42737434471016 63.26830454594519),4,[0.26250115],[0.26196779],[0.25324565],[0.28560401],[-0.04316551],20210615,Gulkana
POINT (-145.42801271338598 63.26916749998926),4,[0.246324],[0.23786675],[0.22911752],[0.25566034],[-0.03605391],20210615,Gulkana
POINT (-145.42912957019007 63.26982526106796),4,[0.26336393],[0.25148908],[0.26022486],[0.28918423],[-0.0697189],20210615,Gulkana
POINT (-145.42904862799014 63.26844930707466),4,[0.23446076],[0.21397529],[0.20578702],[0.25208012],[-0.08176029],20210615,Gulkana
POINT (-145.4302120654525 63.26767638787011),4,[0.23532354],[0.22193911],[0.21057276],[0.2581014],[-0.07533174],20210615,Gulkana
POINT (-145.42908382994378 63.26722897768205),4,[0.23834328],[0.23241782],[0.22193891],[0.26005425],[-0.05611774],20210615,Gulkana
POINT (-145.42842764575403 63.267839111939104),4,[0.2327352],[0.22550188],[0.21296563],[0.2515919],[-0.05468533],20210615,Gulkana
POINT (-145.42689319768152 63.26741526305683),4,[0.25667737],[0.24771674],[0.23928723],[0.25989151],[-0.02398457],20210615,Gulkana
POINT (-145.42619550915467 63.26707080390746),4,[0.25754016],[0.26238694],[0.25105218],[0.28739412],[-0.0454857],20210615,Gulkana
POINT (-145.42679022556314 63.26644596929462),4,[0.24675539],[0.25568056],[0.25125159],[0.27762988],[-0.04115673],20210615,Gulkana
POINT (-145.42737652077784 63.26597538308848),4,[0.25042221],[0.24310611],[0.23470089],[0.29292719],[-0.09294399],20210615,Gulkana
POINT (-145.4283819692617 63.26524282781056),4,[0.22561726],[0.22214869],[0.21356385],[0.26705195],[-0.09178905],20210615,Gulkana
POINT (-145.42984579613983 63.26524494564213),4,[0.20469481],[0.19699978],[0.1854476],[0.22669309],[-0.07008217],20210615,Gulkana
POINT (-145.43138482275492 63.26500934587357),4,[0.2055576],[0.1902934],[0.18285532],[0.23173795],[-0.09820253],20210615,Gulkana
POINT (-145.43272488369257 63.26499603948573),4,[0.21785223],[0.2122987],[0.20917692],[0.24817442],[-0.07791057],20210615,Gulkana
POINT (-145.43271494036568 63.26575361636582),4,[0.23769619],[0.22550188],[0.22074247],[0.25907782],[-0.0692888],20210615,Gulkana
POINT (-145.43258427797545 63.26643970829553),4,[0.22432308],[0.22906464],[0.22572762],[0.27567703],[-0.09234901],20210615,Gulkana
POINT (-145.4334710933522 63.26674412271397),4,[0.25710877],[0.24897419],[0.23390327],[0.28479032],[-0.067101],20210615,Gulkana
POINT (-145.4335675653394 63.26611377894389),4,[0.26616797],[0.2586146],[0.25703437],[0.29129981],[-0.0594369],20210615,Gulkana
POINT (-145.43099891448577 63.2663801550871),4,[0.21612666],[0.21125083],[0.20578702],[0.2637972],[-0.11061277],20210615,Gulkana
POINT (-145.4302860695555 63.26574089315319),4,[0.18139972],[0.17310832],[0.16411116],[0.21692885],[-0.11234965],20210615,Gulkana
POINT (-145.42890493161153 63.265936129817604),4,[0.19800826],[0.18777851],[0.18145948],[0.22262466],[-0.08490711],20210615,Gulkana
POINT (-145.42943782792693 63.26644713309106),4,[0.22130335],[0.21334657],[0.21276623],[0.25338202],[-0.08577886],20210615,Gulkana
POINT (-145.42803162337228 63.26652983516063),4,[0.23899036],[0.23095081],[0.21974544],[0.26330899],[-0.06546797],20210615,Gulkana
POINT (-145.428054212988 63.267259709223765),4,[0.24265718],[0.22864549],[0.21874841],[0.25631129],[-0.05704797],20210615,Gulkana
POINT (-145.4270778638274 63.26688411555323),4,[0.23575493],[0.23619016],[0.22134069],[0.26591279],[-0.05919628],20210615,Gulkana
POINT (-145.42651256877488 63.268112620142766),4,[0.24351996],[0.24394441],[0.23330505],[0.28544127],[-0.07838682],20210615,Gulkana
POINT (-145.42746484949785 63.26778638936169),4,[0.2648738],[0.26448268],[0.25603734],[0.27632798],[-0.02190285],20210615,Gulkana
POINT (-145.44203628928244 63.272443428539184),4,[0.35654429],[0.3684315],[0.3772762],[0.44720217],[-0.09657604],20210615,Gulkana
POINT (-145.4416764633491 63.271982757525976),4,[0.30801285],[0.31499007],[0.32303776],[0.40293762],[-0.12250195],20210615,Gulkana
POINT (-145.44163798221456 63.271399606404195),4,[0.38393759],[0.38750276],[0.41157403],[0.47714584],[-0.10367574],20210615,Gulkana
POINT (-145.44150994307986 63.27053198482617),4,[0.29722809],[0.30618795],[0.31585914],[0.41839766],[-0.15486052],20210615,Gulkana
POINT (-145.44201604495032 63.26957680521455),4,[0.29852226],[0.2927752],[0.30509122],[0.39821823],[-0.15259628],20210615,Gulkana
POINT (-145.44167917752728 63.268691149313085),4,[0.35740707],[0.37786234],[0.4235384],[0.47535573],[-0.11426549],20210615,Gulkana
POINT (-145.4392330758909 63.269310089611814),4,[0.31879761],[0.32756453],[0.34397539],[0.38698936],[-0.08316354],20210615,Gulkana
POINT (-145.43807894360918 63.268667456537),4,[0.30499312],[0.3017869],[0.29412389],[0.34467765],[-0.06634665],20210615,Gulkana
POINT (-145.43678593570314 63.26800753971834),4,[0.28773749],[0.29843371],[0.29173101],[0.35021072],[-0.07982342],20210615,Gulkana
POINT (-145.43574100662707 63.26793306730227),4,[0.25516751],[0.24960291],[0.23031396],[0.29699562],[-0.08670478],20210615,Gulkana
POINT (-145.4362975964782 63.269277886974706),4,[0.28536485],[0.29109861],[0.28674586],[0.34386397],[-0.08309995],20210615,Gulkana
POINT (-145.43966375651314 63.27104725117446),4,[0.33195503],[0.33385175],[0.34577005],[0.39138327],[-0.0793281],20210615,Gulkana
POINT (-145.44038056888385 63.270724364151),4,[0.34015145],[0.3407677],[0.34218074],[0.40310035],[-0.08379531],20210615,Gulkana
POINT (-145.4447109378607 63.27148044687803),4,[0.26034419],[0.26217737],[0.25304625],[0.2991112],[-0.06580187],20210615,Gulkana
POINT (-145.4468044911307 63.27156629234632),4,[0.24955943],[0.24981249],[0.25085278],[0.29536825],[-0.08356084],20210615,Gulkana
POINT (-145.4459360762187 63.27210804922916),4,[0.22453878],[0.19595191],[0.18445057],[0.23401627],[-0.08852833],20210615,Gulkana
POINT (-145.44493969023873 63.27242791158654),4,[0.22842129],[0.22068167],[0.18943572],[0.26054246],[-0.08283207],20210615,Gulkana
POINT (-145.44526822769367 63.27347096165156),4,[0.28881597],[0.29549967],[0.27518031],[0.36990194],[-0.11181559],20210615,Gulkana
POINT (-145.44594415951852 63.273257846544674),4,[0.32569986],[0.32442091],[0.34915995],[0.39919466],[-0.10333352],20210615,Gulkana
POINT (-145.44349638316075 63.271955410912284),4,[0.25408903],[0.23619016],[0.23450148],[0.27746714],[-0.08035898],20210615,Gulkana
POINT (-145.4451815348852 63.26879169112914),4,[0.20814594],[0.20789764],[0.2119686],[0.28723138],[-0.16022842],20210615,Gulkana
POINT (-145.44387569532194 63.26855113790369),4,[0.30391464],[0.32756453],[0.35693678],[0.43548508],[-0.14143321],20210615,Gulkana
POINT (-145.44145084061358 63.268100326061585),4,[0.33519045],[0.34705493],[0.37986848],[0.47763405],[-0.15833741],20210615,Gulkana
POINT (-145.4439019148668 63.26923029390949),4,[0.31577788],[0.30723583],[0.32044548],[0.39252243],[-0.12188009],20210615,Gulkana
POINT (-145.44358901824765 63.269792599113565),4,[0.26379532],[0.26112949],[0.25523971],[0.33605258],[-0.12546104],20210615,Gulkana
POINT (-145.44715985525076 63.268205123636136),4,[0.27716843],[0.3001103],[0.32044548],[0.3954517],[-0.13707103],20210615,Gulkana
POINT (-145.4459289512866 63.26773911652477),4,[0.25861863],[0.2676263],[0.29053458],[0.37299395],[-0.16447756],20210615,Gulkana
POINT (-145.44468363029722 63.267541660125225),4,[0.27350161],[0.27705714],[0.28814171],[0.34597955],[-0.11062337],20210615,Gulkana
POINT (-145.44342766546941 63.26754208001039),4,[0.29463974],[0.29843371],[0.31246924],[0.3653453],[-0.10080401],20210615,Gulkana
POINT (-145.44219622184877 63.26767004518213),4,[0.30628729],[0.31499007],[0.35534154],[0.40570415],[-0.12587041],20210615,Gulkana
POINT (-145.439765446052 63.267912152533434),4,[0.29787517],[0.30618795],[0.32662707],[0.37169205],[-0.09663081],20210615,Gulkana
POINT (-145.43806550443034 63.26741265022582),4,[0.25969711],[0.26050077],[0.2614213],[0.32433549],[-0.10914973],20210615,Gulkana
POINT (-145.43663273923858 63.267198923570156),4,[0.25775585],[0.25400397],[0.24327535],[0.31408304],[-0.1057568],20210615,Gulkana
POINT (-145.4356791038688 63.266834871923834),4,[0.25926572],[0.25987205],[0.25922783],[0.29846025],[-0.06911333],20210615,Gulkana
POINT (-145.43516174079258 63.26595231193239),4,[0.23877467],[0.23660931],[0.23011455],[0.26998122],[-0.06587552],20210615,Gulkana
POINT (-145.43636558781526 63.265753389131525),4,[0.246324],[0.24415398],[0.24566822],[0.28658043],[-0.07993913],20210615,Gulkana
POINT (-145.43652249818936 63.266334981197815),4,[0.26897201],[0.27538054],[0.27537972],[0.30285416],[-0.04751292],20210615,Gulkana
POINT (-145.43791237831525 63.26676038604547),4,[0.26142267],[0.25777631],[0.25843021],[0.31017734],[-0.09226287],20210615,Gulkana
POINT (-145.43811053427078 63.26599882996013),4,[0.26832492],[0.26741672],[0.27717437],[0.33670353],[-0.11469042],20210615,Gulkana
POINT (-145.4380216975801 63.26531898460035),4,[0.26250115],[0.25882418],[0.25184981],[0.30545796],[-0.08264267],20210615,Gulkana
POINT (-145.43628291221123 63.264960464761025),4,[0.22993116],[0.23472314],[0.23888842],[0.28885875],[-0.10339473],20210615,Gulkana
POINT (-145.44088196052084 63.267005077827456),4,[0.28385498],[0.28187734],[0.29930844],[0.36860004],[-0.13332162],20210615,Gulkana
POINT (-145.44119552742185 63.26584877404339),4,[0.28665902],[0.29005074],[0.31047518],[0.36876278],[-0.11947545],20210615,Gulkana
POINT (-145.43997788297006 63.26572229416198),4,[0.26228545],[0.26825502],[0.27498091],[0.3518381],[-0.13479117],20210615,Gulkana
POINT (-145.4426346403729 63.26710911568096),4,[0.27910968],[0.2862784],[0.30728468],[0.38975589],[-0.15306545],20210615,Gulkana
POINT (-145.44576280276783 63.26594345104087),4,[0.24481413],[0.24624972],[0.26381417],[0.3383309],[-0.15751664],20210615,Gulkana
POINT (-145.44685807389584 63.26629539930891),4,[0.28191372],[0.29088904],[0.31506152],[0.37348216],[-0.12431774],20210615,Gulkana
POINT (-145.44840441379458 63.26627987627981),4,[0.25279486],[0.27663799],[0.27996606],[0.39089506],[-0.17116316],20210615,Gulkana
POINT (-145.44835662257412 63.26716982526512),4,[0.33238642],[0.34474961],[0.37348748],[0.44443564],[-0.12631511],20210615,Gulkana
POINT (-145.4466691565064 63.26713523770398),4,[0.29938504],[0.30534966],[0.33599915],[0.38812852],[-0.11936765],20210615,Gulkana
POINT (-145.4510100091939 63.267959658908964),4,[0.22108765],[0.22466358],[0.24048367],[0.29601919],[-0.1370424],20210615,Gulkana
POINT (-145.45110874628125 63.26745883221178),4,[0.28946306],[0.3074454],[0.3475647],[0.39789276],[-0.12823262],20210615,Gulkana
POINT (-145.45082014767314 63.26680807898607),4,[0.26142267],[0.26699757],[0.2913322],[0.36876278],[-0.1600685],20210615,Gulkana
POINT (-145.44594018533363 63.264650157209715),4,[0.21698944],[0.22696889],[0.24905812],[0.33051951],[-0.18574487],20210615,Gulkana
POINT (-145.44702731838711 63.264483923985765),4,[0.21957779],[0.23493272],[0.25843021],[0.34386397],[-0.18820297],20210615,Gulkana
POINT (-145.44757246158235 63.26504034097242),4,[0.24351996],[0.25169865],[0.27916843],[0.37673691],[-0.1989675],20210615,Gulkana
POINT (-145.45214134443657 63.26831195757864),4,[0.27501147],[0.27538054],[0.30229953],[0.37413311],[-0.15204079],20210615,Gulkana
POINT (-145.45268586998904 63.26754073905244),4,[0.21720514],[0.22214869],[0.24845991],[0.33117046],[-0.19703235],20210615,Gulkana
POINT (-145.45240590185273 63.266728179718406),4,[0.24783387],[0.27286565],[0.31266865],[0.41091175],[-0.20188748],20210615,Gulkana
