geometry,Class,Blue,Green,Red,NIR,NDSI,image_date,site_name
POINT (-148.93220843539075 60.383908895861154),4,[0.05404576],[0.07063481],[0.07445545],[0.21235876],[-0.5008027],20210613,Wolverine
POINT (-148.93220628024804 60.385007629128495),4,[0.07654124],[0.08376728],[0.08731371],[0.19235205],[-0.39325306],20210613,Wolverine
POINT (-148.92836802800778 60.383798128984424),4,[0.10568633],[0.09689975],[0.09796769],[0.09911819],[-0.01131756],20210613,Wolverine
POINT (-148.93033487964942 60.382937265038045),4,[0.06310054],[0.06923232],[0.07114904],[0.22517351],[-0.52968107],20210613,Wolverine
POINT (-148.92931562873025 60.380488290744),4,[0.07696568],[0.07254731],[0.07188379],[0.17038391],[-0.40273374],20210613,Wolverine
POINT (-148.92940278877512 60.37968797127646),4,[0.04159542],[0.06693732],[0.06282178],[0.21405868],[-0.52357098],20210613,Wolverine
POINT (-148.93076857345528 60.378902399475116),4,[0.04187839],[0.04959737],[0.0509432],[0.25864878],[-0.67819635],20210613,Wolverine
POINT (-148.93241093971113 60.378245972768724),4,[0.06211017],[0.0754798],[0.08425221],[0.33880637],[-0.63561515],20210613,Wolverine
POINT (-148.93387126348716 60.37905710879624),4,[0.0633835],[0.06425983],[0.06698541],[0.34691366],[-0.68743204],20210613,Wolverine
POINT (-148.93236130393288 60.37967833666986),4,[0.04315172],[0.05163736],[0.06318916],[0.2613948],[-0.6700827],20210613,Wolverine
POINT (-148.9237604142443 60.379802954587184),4,[0.12761589],[0.09562475],[0.08376238],[0.08761106],[0.04373427],20210613,Wolverine
POINT (-148.9268061661435 60.378993127210606),4,[0.06451535],[0.06285733],[0.063679],[0.12762448],[-0.34001746],20210613,Wolverine
POINT (-148.92865019221148 60.3783338275825),4,[0.07116496],[0.06859482],[0.06918968],[0.19784409],[-0.48509908],20210613,Wolverine
POINT (-148.93055739570133 60.37760699699632),4,[0.05899759],[0.06221984],[0.06784263],[0.23511148],[-0.58147809],20210613,Wolverine
POINT (-148.93164249306813 60.37662572279648),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.93145690304036 60.3757627720993),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9298385304734 60.375686372011174),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92801074251048 60.3754798108804),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9268092593664 60.375630390721746),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92799664359245 60.37637895304375),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92982054572474 60.37651898317172),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92759316930682 60.377516794115124),4,[0.05164058],[0.06502483],[0.06037259],[0.16436882],[-0.4330721],20210613,Wolverine
POINT (-148.92692089857835 60.37865852614868),4,[0.06805238],[0.06744732],[0.06478114],[0.09964124],[-0.19267577],20210613,Wolverine
POINT (-148.92490949636422 60.37762223091968),4,[0.04484949],[0.02766743],[0.02265503],[0.04746689],[-0.2635209],20210613,Wolverine
POINT (-148.92367260479813 60.377174002675105),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92191195972492 60.376966386681126),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.92235626492166 60.377659141180324),4,[0.07512643],[0.08287478],[0.08719125],[0.10134116],[-0.10024309],20210613,Wolverine
POINT (-148.92447992696785 60.37945961149666),4,[0.07795605],[0.07369481],[0.0688223],[0.19496731],[-0.45139414],20210613,Wolverine
POINT (-148.92180588397287 60.379731314327174),4,[0.1477062],[0.10748222],[0.09747785],[0.10160268],[0.02812032],20210613,Wolverine
POINT (-148.92095448312574 60.37897784754468),4,[0.13468995],[0.12775466],[0.12245961],[0.14056999],[-0.04776053],20210613,Wolverine
POINT (-148.92227873927158 60.37862578506608),4,[0.16454244],[0.15491209],[0.15148254],[0.16659179],[-0.03632831],20210613,Wolverine
POINT (-148.94285795730602 60.38315455606986),4,[0.0686183],[0.08121729],[0.08547681],[0.27604023],[-0.54532917],20210613,Wolverine
POINT (-148.94457939112607 60.38269658968491),4,[0.05065021],[0.05788485],[0.06171965],[0.29264711],[-0.66973141],20210613,Wolverine
POINT (-148.9456840778269 60.382047854368444),4,[0.05857315],[0.07050731],[0.09282439],[0.28100922],[-0.59883927],20210613,Wolverine
POINT (-148.94727101815832 60.38159181847536),4,[0.07342866],[0.07382231],[0.08425221],[0.29656999],[-0.60138315],20210613,Wolverine
POINT (-148.94915055810708 60.38153100797504),4,[0.02362733],[0.03200242],[0.06208702],[0.12043252],[-0.58011705],20210613,Wolverine
POINT (-148.94963841868517 60.380691506637206),4,[0.05461168],[0.06336733],[0.07421053],[0.16528416],[-0.44572998],20210613,Wolverine
POINT (-148.95031788956825 60.37968272399441),4,[0.02843769],[0.03442491],[0.04775925],[0.15966136],[-0.64526177],20210613,Wolverine
POINT (-148.95147362931607 60.37876683619064),4,[0.06211017],[0.07216481],[0.0897629],[0.16789941],[-0.39878747],20210613,Wolverine
POINT (-148.9473474697068 60.379493167086906),4,[0.04117098],[0.06043484],[0.06710787],[0.16332272],[-0.45981855],20210613,Wolverine
POINT (-148.9467291487833 60.38040115667006),4,[0.05928055],[0.06527983],[0.07935383],[0.31343839],[-0.65525911],20210613,Wolverine
POINT (-148.94418763116403 60.380638077408555),4,[0.05602649],[0.05890484],[0.06772017],[0.21471249],[-0.56943631],20210613,Wolverine
POINT (-148.94220939976015 60.38129955275069),4,[0.05489464],[0.07318481],[0.09062011],[0.27473261],[-0.57929782],20210613,Wolverine
POINT (-148.94077065570153 60.381986425215075),4,[0.0551776],[0.06999732],[0.09392652],[0.2961777],[-0.61768383],20210613,Wolverine
POINT (-148.9393238764818 60.38140822345477),4,[0.05333835],[0.05673735],[0.06967952],[0.30114669],[-0.68292886],20210613,Wolverine
POINT (-148.9383277512361 60.380490502260095),4,[0.04866948],[0.05456986],[0.0700469],[0.26270243],[-0.65600616],20210613,Wolverine
POINT (-148.93868544317158 60.37971952773261),4,[0.048528],[0.04959737],[0.05486191],[0.31448449],[-0.72754825],20210613,Wolverine
POINT (-148.940863363093 60.38015389757148),4,[0.03763396],[0.05737485],[0.05939291],[0.24295725],[-0.61792396],20210613,Wolverine
POINT (-148.94193040608516 60.3788731538247),4,[0.05630945],[0.06285733],[0.07665972],[0.2670176],[-0.61890203],20210613,Wolverine
POINT (-148.94420479230516 60.377541471292766),4,[0.07201385],[0.05877735],[0.07996613],[0.22700419],[-0.5886554],20210613,Wolverine
POINT (-148.94462403706976 60.37893369941982),4,[0.06706201],[0.06476983],[0.07286347],[0.25524895],[-0.59521232],20210613,Wolverine
POINT (-148.9380628758796 60.37716495182494),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.939693137805 60.37630884440847),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.93781783085697 60.376436050691176),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9378929619443 60.38109612797147),4,[0.0380584],[0.05329486],[0.05694372],[0.2930394],[-0.69223455],20210613,Wolverine
POINT (-148.95236350772254 60.37565741901744),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.95443685898414 60.37659251420054),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.95895687326453 60.374594976215775),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.96389942871633 60.37292398602114),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.95666402235068 60.37336353066729),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.95445961286714 60.37472770125437),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.95901155218394 60.37662512405046),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.97181753934223 60.37933258417448),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9716694329729 60.381332443803466),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9652477050429 60.380794842942414),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9675324106548 60.38299180481705),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86995307999757 60.37522120757954),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86816035633188 60.37399969998496),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86749695742097 60.37282793859999),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86978773131997 60.372336459640074),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87274796334574 60.37196675005017),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87382411330606 60.37224686764571),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87185840396054 60.373783688914195),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.876894790551 60.37840424070591),4,[0.0246177],[0.03008992],[0.02730849],[0.22517351],[-0.76424417],20210613,Wolverine
POINT (-148.8788509724143 60.37785171196931),4,[0.01103552],[0.00956247],[0.0057556],[0.11585583],[-0.84751069],20210613,Wolverine
POINT (-148.88806558659965 60.3767698611077),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89149674687098 60.375376010774936),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8926390132571 60.374506764217465),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89089298704195 60.37410508667314),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8897048549786 60.37303930789833),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89560776749022 60.372003911907775),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89670266672505 60.371463381739915),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89718373119388 60.37290007068578),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89759291444108 60.37423935948266),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89204609668894 60.37799282704757),4,[0.03027694],[0.05214736],[0.03686034],[0.34599832],[-0.73804884],20210613,Wolverine
POINT (-148.89461121734402 60.37766105905993),4,[0.0387658],[0.06285733],[0.04506514],[0.35462867],[-0.69887692],20210613,Wolverine
POINT (-148.8941282883247 60.376191580837755),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8881364149076 60.38142756139453),4,[0.04244431],[0.07356731],[0.05890307],[0.35279799],[-0.6549095],20210613,Wolverine
POINT (-148.88851496671728 60.38224238425511),4,[0.04456653],[0.06489733],[0.05816832],[0.29369321],[-0.63804216],20210613,Wolverine
POINT (-148.88512823642003 60.3821263629603),4,[0.05248946],[0.07152731],[0.05180042],[0.39895725],[-0.69594194],20210613,Wolverine
POINT (-148.88468932136593 60.38255908021755),4,[0.05461168],[0.07853979],[0.07298593],[0.39424979],[-0.66776005],20210613,Wolverine
POINT (-148.88496756764073 60.3839330642696),4,[0.09663155],[0.09779224],[0.11192809],[0.33867561],[-0.55189257],20210613,Wolverine
POINT (-148.88663834274504 60.3841718514429),4,[0.05942203],[0.08108979],[0.07384315],[0.31618441],[-0.59176917],20210613,Wolverine
POINT (-148.89504030472747 60.38162469862804),4,[0.06295906],[0.0770098],[0.06747525],[0.41059514],[-0.68413036],20210613,Wolverine
POINT (-148.89372884267732 60.38072474829631),4,[0.08474714],[0.06680982],[0.06625065],[0.31134619],[-0.6466547],20210613,Wolverine
POINT (-148.89565104806695 60.3807301883077),4,[0.05418724],[0.0753523],[0.06171965],[0.36783571],[-0.65995334],20210613,Wolverine
POINT (-148.89749803698933 60.38172090902625),4,[0.07498495],[0.08504228],[0.07592496],[0.26244091],[-0.51052436],20210613,Wolverine
POINT (-148.89834114613495 60.380265338379765),4,[0.0768242],[0.08950476],[0.09404898],[0.31226153],[-0.55444363],20210613,Wolverine
POINT (-148.899801720442 60.38031011058373),4,[0.11983444],[0.16396457],[0.17744398],[0.31840738],[-0.32017369],20210613,Wolverine
POINT (-148.90255268773328 60.37748213494091),4,[0.0813516],[0.0759898],[0.08559927],[0.21811232],[-0.48324208],20210613,Wolverine
POINT (-148.9073734978826 60.378331743778034),4,[0.0514991],[0.06438733],[0.05890307],[0.25773345],[-0.60022864],20210613,Wolverine
POINT (-148.90194410490903 60.37840945678633),4,[0.06310054],[0.07305731],[0.07421053],[0.27656329],[-0.58207663],20210613,Wolverine
POINT (-148.9019677366391 60.37995109113593),4,[0.0492354],[0.05966984],[0.05816832],[0.28022464],[-0.64889196],20210613,Wolverine
POINT (-148.9079491053833 60.38137463334516),4,[0.09677303],[0.08631727],[0.09257947],[0.19588265],[-0.38825445],20210613,Wolverine
POINT (-148.90924564885864 60.379748447045515),4,[0.08177604],[0.10123473],[0.12943981],[0.22805029],[-0.38512398],20210613,Wolverine
POINT (-148.87502625604233 60.37587158453317),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87166581164257 60.37273655333606),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86787028371538 60.371247932444454),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86636327182845 60.37038327508024),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86553388659644 60.36862329599313),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86482885761075 60.36787860507027),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86436989515445 60.366802386465906),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8675738102096 60.366068488289514),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8697073191999 60.365152713701356),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87164027419652 60.364206917746245),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87368070366074 60.36398134849043),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87512519042264 60.364912419508336),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8753291458978 60.36615623793493),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8727948260462 60.36701213091847),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8706424911387 60.36760014250871),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87005760172718 60.36895347919007),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87379836278726 60.3694913849747),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87163986197473 60.371129343172434),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86996798393736 60.37085758252555),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86793886998396 60.3701315102316),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87037354052245 60.36868657672207),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86975382494236 60.36712051996508),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86788120679694 60.36796701595388),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86650860422145 60.36713328172487),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87016079707163 60.36613056967597),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87238863602957 60.3657055407245),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87934031594045 60.36449205396844),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88157170098708 60.364132434396176),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86349858400337 60.3636041920997),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86320944958172 60.36277073979181),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86251581070576 60.36190307004012),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86133498240108 60.36096245279039),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86084455520256 60.36224550757262),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86138861680183 60.36331468387624),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86867098611384 60.362534607349936),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8712156921498 60.36198038141094),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86974533467557 60.36020640479258),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87056171472014 60.35899849219004),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87251788842457 60.35801382014645),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8759217998097 60.357008707688735),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87647084490152 60.35815751911594),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88492833121288 60.35684149675802),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88104675251319 60.356537515669054),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8802123543815 60.35882254666276),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88151083956149 60.36039943746937),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88933787386068 60.35374794738809),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.888021072891 60.35324818843323),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88171797195955 60.351423211921976),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87892136520503 60.353177647103195),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8759590165922 60.35485459548853),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8710293722169 60.35592106393084),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86687186648368 60.3564181754113),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86799733201772 60.35779821415096),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86352005435157 60.358339589465565),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8647388059368 60.35712607610777),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8625738209247 60.35727605353686),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86777818002577 60.35959594281892),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.866005440794 60.36097678065064),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8689266131773 60.3613744633741),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8666294157734 60.363440654636214),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87569991061545 60.36295413893924),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8782699386763 60.36144227041577),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87995255688068 60.35990301313869),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88404129788066 60.358210029574494),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8864449323885 60.35522474103481),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8836665347509 60.35311052606932),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88380448590522 60.355501452999654),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8932418526597 60.353054328771826),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89063130314753 60.352453361457805),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89175917079797 60.35108135394854),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88595042624678 60.35084480217667),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89411874901117 60.357069871039315),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87237213138047 60.361086723240746),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8738537043113 60.35604082866676),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86178259748033 60.35469486044161),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86395879085828 60.354744142747215),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86157038123042 60.35238472749004),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.86047621062997 60.35295837322709),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9140058268126 60.37774685363949),4,[0.06989163],[0.05788485],[0.05633142],[0.06773512],[-0.07841328],20210613,Wolverine
POINT (-148.91459134988392 60.37919731621444),4,[0.05079169],[0.02651993],[0.0254716],[0.05243588],[-0.32823357],20210613,Wolverine
POINT (-148.91391273103562 60.379950284123574),4,[0.04654726],[0.03251241],[0.02743095],[0.04916681],[-0.20389999],20210613,Wolverine
POINT (-148.91513267568524 60.3808410955293),4,[0.13044551],[0.1158972],[0.11449974],[0.11703269],[-0.00487484],20210613,Wolverine
POINT (-148.91521181773248 60.382188737586084),4,[0.14190548],[0.13706214],[0.1285826],[0.14357754],[-0.02321623],20210613,Wolverine
POINT (-148.92911460779976 60.38127224437756),4,[0.082059],[0.08198228],[0.07800677],[0.12344007],[-0.20181729],20210613,Wolverine
POINT (-148.9188198827794 60.3735761186273),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9166985099742 60.372478121010715),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9112103598073 60.373685640135015),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9087527084859 60.37443659833689),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90837913856757 60.37565310571946),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90806422129904 60.37882312356243),4,[0.06126129],[0.05622735],[0.06037259],[0.12775524],[-0.3887753],20210613,Wolverine
POINT (-148.90703268966445 60.38115010146631),4,[0.08488862],[0.08198228],[0.09257947],[0.23419614],[-0.4814176],20210613,Wolverine
POINT (-148.91150121651322 60.36346925609398),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91300115316332 60.362511803967486),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.915099153904 60.363224824033146),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9167067919584 60.36221072590405),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9197584949572 60.36307508563031),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91927278449097 60.36426572275358),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91944692758355 60.36533673356568),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9189331365762 60.36699571968824),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9156609188662 60.368061347735456),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91360452853172 60.3680634160595),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91430092583963 60.36951228515309),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9184370825004 60.36895723557378),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.919945748841 60.37003652138553),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91304776308795 60.36994320299052),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91122069822458 60.371015455568156),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91199429032758 60.371885177664524),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91280967904612 60.363037555072374),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90874900145081 60.36392166736731),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.91004465428242 60.365169273973265),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90596275327087 60.365695762733615),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89439197801113 60.365882853249595),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8954292371295 60.36530228770997),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90014990361303 60.36544711636219),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8991147808546 60.366063050944675),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90371270050215 60.36532545592905),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90224830072367 60.367149866056565),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.9035489476959 60.367414158380356),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90064310458385 60.36901163149926),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.90191571727274 60.370018942556534),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89251012825963 60.36421226550641),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8934764475582 60.36487039146764),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.89012415407643 60.367393395105886),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88770521091215 60.37124681868857),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.8842661795401 60.37352336001484),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.88317342078653 60.3743875131222),4,[nan],[nan],[nan],[nan],[nan],20210613,Wolverine
POINT (-148.87952758532927 60.37928361830307),4,[0.03268212],[0.04857737],[0.03367639],[0.21824308],[-0.6358797],20210613,Wolverine
POINT (-148.88147491552468 60.38084737731337),4,[0.04909392],[0.07178231],[0.07261855],[0.36835876],[-0.67382135],20210613,Wolverine
POINT (-148.88389342892918 60.3806717146071),4,[0.06847682],[0.11933969],[0.15184992],[0.36783571],[-0.51007507],20210613,Wolverine
POINT (-148.88961047464667 60.38564739467813),4,[0.07838049],[0.10008724],[0.09404898],[0.36548198],[-0.57004358],20210613,Wolverine
POINT (-148.8920395479626 60.385648246139645),4,[0.08630343],[0.08873977],[0.0821704],[0.28663202],[-0.52719],20210613,Wolverine
POINT (-148.88717155747077 60.387945152356124),4,[0.09946117],[0.10301973],[0.10727462],[0.25041073],[-0.41702971],20210613,Wolverine
POINT (-148.88412424245467 60.38713964426397),4,[0.06989163],[0.08032479],[0.07923137],[0.32494552],[-0.60359894],20210613,Wolverine
POINT (-148.87918837193675 60.387032618350325),4,[0.05263095],[0.0742048],[0.05375977],[0.34286002],[-0.64415697],20210613,Wolverine
